cust_id,trip_date,trip_distance,trip_duration,trip_fare,trip_tips,trip_wait_time,trip_rating,pri_id,cust_name,trip_id,driver_id
17,2025-03-20,1.81,3.01,7.8,6.92,2.0,,24.0,Jordan Richardson,T288,48
17,2025-03-22,8.41,7.54,33.08,3.06,2.0,4.0,24.0,Jordan Richardson,T289,62
17,2025-04-01,0.7,0.5,13.76,4.5,1.0,4.0,24.0,Jordan Richardson,T290,69
17,2025-04-02,8.79,7.13,5.5,7.69,2.0,4.0,24.0,Jordan Richardson,T291,147
17,2025-04-04,0.1,0.13,11.17,7.6,2.0,2.0,24.0,Jordan Richardson,T292,103
17,2025-04-09,0.06,0.08,41.07,9.76,10.0,4.0,24.0,Jordan Richardson,T293,110
17,2025-04-17,0.58,0.55,43.0,4.54,0.0,4.0,24.0,Jordan Richardson,T294,91
17,2025-04-22,0.81,0.98,26.42,7.37,1.0,4.0,24.0,Jordan Richardson,T295,114
17,2025-04-23,3.08,2.4,47.99,8.92,5.0,3.0,24.0,Jordan Richardson,T296,89
17,2025-04-25,5.83,6.22,42.84,2.55,0.0,,24.0,Jordan Richardson,T297,56
17,2025-04-26,3.09,2.72,45.28,6.59,3.0,4.0,24.0,Jordan Richardson,T298,78
17,2025-04-27,0.34,0.33,38.18,1.5,2.0,5.0,24.0,Jordan Richardson,T299,14
17,2025-05-01,0.21,0.36,8.24,7.16,0.0,1.0,24.0,Jordan Richardson,T300,25
17,2025-05-03,15.68,12.67,18.34,3.53,1.0,5.0,24.0,Jordan Richardson,T301,132
17,2025-05-06,5.41,7.9,9.43,1.74,3.0,5.0,24.0,Jordan Richardson,T302,32
17,2025-05-08,1.54,2.96,48.55,0.82,1.0,5.0,24.0,Jordan Richardson,T303,82
17,2025-05-09,4.9,5.56,10.46,2.06,3.0,5.0,24.0,Jordan Richardson,T304,78
18,2025-02-11,5.16,5.01,48.58,0.42,5.0,3.0,,Tamara Henderson,T305,106
18,2025-02-16,19.55,17.74,38.66,5.82,5.0,5.0,,Tamara Henderson,T306,20
18,2025-02-17,0.69,0.82,15.11,9.28,1.0,4.0,,Tamara Henderson,T307,74
18,2025-02-18,2.89,2.6,15.83,9.43,0.0,2.0,,Tamara Henderson,T308,10
18,2025-02-19,10.9,9.51,41.72,2.86,6.0,5.0,,Tamara Henderson,T309,123
18,2025-02-22,12.56,16.7,25.72,7.55,6.0,5.0,,Tamara Henderson,T310,34
18,2025-02-23,7.49,6.48,29.53,1.77,13.0,,,Tamara Henderson,T311,40
18,2025-02-26,0.22,0.33,37.67,1.32,5.0,2.0,,Tamara Henderson,T312,127
18,2025-02-27,3.52,2.63,29.4,7.33,3.0,4.0,,Tamara Henderson,T313,33
18,2025-03-02,1.77,1.66,44.3,6.89,3.0,5.0,,Tamara Henderson,T314,71
18,2025-03-09,0.87,0.9,16.1,0.09,4.0,,,Tamara Henderson,T315,137
18,2025-03-13,0.52,0.58,14.18,8.0,2.0,5.0,,Tamara Henderson,T316,144
18,2025-03-15,4.79,6.96,40.27,3.55,2.0,1.0,,Tamara Henderson,T317,133
18,2025-03-18,7.16,13.38,14.11,7.46,10.0,4.0,,Tamara Henderson,T318,98
18,2025-03-20,1.98,3.05,44.45,3.06,17.0,4.0,,Tamara Henderson,T319,124
18,2025-03-26,2.98,2.44,31.69,8.86,1.0,4.0,,Tamara Henderson,T320,43
18,2025-03-29,5.95,11.82,21.0,6.2,5.0,2.0,,Tamara Henderson,T321,114
18,2025-04-07,4.44,4.53,7.92,6.42,3.0,4.0,,Tamara Henderson,T322,89
18,2025-04-09,4.11,3.72,41.22,6.76,1.0,5.0,,Tamara Henderson,T323,13
18,2025-04-15,3.45,5.98,20.04,0.59,5.0,5.0,,Tamara Henderson,T324,128
18,2025-04-18,7.77,7.64,11.64,4.4,1.0,4.0,,Tamara Henderson,T325,139
18,2025-04-19,0.46,0.64,38.1,5.98,19.0,,,Tamara Henderson,T326,52
18,2025-04-20,5.14,5.58,40.35,6.36,0.0,4.0,,Tamara Henderson,T327,17
18,2025-04-21,9.16,10.36,31.45,5.72,1.0,4.0,,Tamara Henderson,T328,13
18,2025-04-22,2.04,3.88,42.43,0.24,1.0,4.0,,Tamara Henderson,T329,84
18,2025-04-23,1.77,1.23,24.33,2.59,6.0,5.0,,Tamara Henderson,T330,97
18,2025-04-30,1.03,0.79,26.73,4.58,0.0,2.0,,Tamara Henderson,T331,106
18,2025-05-07,6.51,6.53,37.83,4.37,4.0,2.0,,Tamara Henderson,T332,96
18,2025-05-09,4.71,7.41,34.56,7.51,9.0,2.0,,Tamara Henderson,T333,8
18,2025-05-10,0.29,0.37,16.11,2.62,7.0,2.0,,Tamara Henderson,T334,56
19,2025-02-10,1.59,1.26,39.95,4.5,0.0,4.0,84.0,Patricia Baker,T335,104
19,2025-02-15,0.17,0.3,11.27,9.06,2.0,4.0,84.0,Patricia Baker,T336,83
19,2025-02-16,2.13,1.52,34.87,0.22,10.0,4.0,84.0,Patricia Baker,T337,44
19,2025-02-21,13.81,25.01,16.71,4.19,4.0,,84.0,Patricia Baker,T338,103
19,2025-02-26,1.48,1.28,30.44,1.98,2.0,,84.0,Patricia Baker,T339,112
19,2025-03-01,4.69,5.52,11.81,1.14,1.0,3.0,84.0,Patricia Baker,T340,149
19,2025-03-02,9.51,8.96,10.16,5.23,6.0,5.0,84.0,Patricia Baker,T341,42
19,2025-03-08,0.35,0.29,8.68,5.44,2.0,4.0,84.0,Patricia Baker,T342,145
19,2025-03-14,0.91,0.63,35.11,8.5,2.0,4.0,84.0,Patricia Baker,T343,30
19,2025-03-15,5.26,5.03,28.06,0.62,5.0,4.0,84.0,Patricia Baker,T344,26
19,2025-03-16,0.27,0.21,16.64,2.01,1.0,3.0,84.0,Patricia Baker,T345,125
19,2025-03-17,7.07,6.94,44.5,2.05,6.0,5.0,84.0,Patricia Baker,T346,19
19,2025-03-18,1.36,1.43,39.74,9.85,0.0,2.0,84.0,Patricia Baker,T347,53
19,2025-03-24,3.12,2.21,27.4,5.39,0.0,5.0,84.0,Patricia Baker,T348,85
19,2025-03-25,8.63,9.8,48.4,7.76,1.0,4.0,84.0,Patricia Baker,T349,17
19,2025-04-05,1.69,1.31,33.56,5.78,5.0,4.0,84.0,Patricia Baker,T350,104
19,2025-04-07,12.33,11.94,36.32,1.58,5.0,3.0,84.0,Patricia Baker,T351,105
19,2025-04-13,9.73,6.92,49.26,2.77,0.0,2.0,84.0,Patricia Baker,T352,104
19,2025-04-15,1.02,0.73,11.84,6.54,2.0,4.0,84.0,Patricia Baker,T353,147
19,2025-04-21,0.44,0.32,27.73,8.04,10.0,4.0,84.0,Patricia Baker,T354,124
19,2025-04-28,20.71,17.73,12.47,6.35,6.0,4.0,84.0,Patricia Baker,T355,81
19,2025-05-01,0.89,1.74,28.73,5.6,4.0,5.0,84.0,Patricia Baker,T356,37
19,2025-05-02,0.41,0.33,43.62,1.87,5.0,4.0,84.0,Patricia Baker,T357,121
19,2025-05-05,6.19,7.6,41.97,4.71,2.0,4.0,84.0,Patricia Baker,T358,70
20,2025-02-11,3.41,2.57,12.82,3.35,4.0,5.0,56.0,Brian Kelley,T359,130
20,2025-02-14,0.53,0.72,20.66,1.42,2.0,5.0,56.0,Brian Kelley,T360,59
20,2025-02-15,5.27,4.7,42.87,3.52,2.0,,56.0,Brian Kelley,T361,118
20,2025-02-19,5.03,8.03,19.63,6.76,3.0,2.0,56.0,Brian Kelley,T362,133
20,2025-02-24,0.96,0.71,42.67,2.27,1.0,4.0,56.0,Brian Kelley,T363,37
20,2025-02-26,5.92,5.85,14.57,3.05,0.0,3.0,56.0,Brian Kelley,T364,31
20,2025-02-28,5.29,3.68,39.47,8.71,5.0,5.0,56.0,Brian Kelley,T365,99
20,2025-03-01,1.51,1.07,30.22,6.71,0.0,4.0,56.0,Brian Kelley,T366,94
20,2025-03-21,3.08,2.26,22.12,5.47,11.0,2.0,56.0,Brian Kelley,T367,6
20,2025-03-28,2.75,5.07,46.31,7.4,1.0,5.0,56.0,Brian Kelley,T368,15
20,2025-03-29,1.73,1.23,41.22,7.54,0.0,,56.0,Brian Kelley,T369,143
20,2025-04-05,6.49,8.06,17.67,8.29,6.0,2.0,56.0,Brian Kelley,T370,16
20,2025-04-06,6.08,5.84,15.89,0.97,0.0,4.0,56.0,Brian Kelley,T371,20
20,2025-04-20,1.79,1.63,18.5,2.97,4.0,1.0,56.0,Brian Kelley,T372,77
20,2025-04-21,11.66,8.62,31.69,6.68,7.0,2.0,56.0,Brian Kelley,T373,44
20,2025-04-22,0.41,0.55,6.56,7.95,3.0,,56.0,Brian Kelley,T374,46
20,2025-04-25,9.68,9.48,42.41,0.64,3.0,2.0,56.0,Brian Kelley,T375,95
20,2025-05-09,0.49,0.35,42.32,6.69,6.0,4.0,56.0,Brian Kelley,T376,64
21,2025-02-13,3.64,3.91,24.56,3.17,4.0,4.0,18.0,Teresa Hunter,T377,131
21,2025-02-14,11.15,11.82,33.41,6.07,3.0,5.0,18.0,Teresa Hunter,T378,9
21,2025-02-15,1.36,1.34,22.3,1.04,2.0,5.0,18.0,Teresa Hunter,T379,42
21,2025-02-22,15.03,13.66,27.78,7.44,3.0,2.0,18.0,Teresa Hunter,T380,73
21,2025-02-23,1.47,1.71,7.05,4.72,0.0,3.0,18.0,Teresa Hunter,T381,84
21,2025-03-01,17.79,21.4,13.82,4.82,3.0,3.0,18.0,Teresa Hunter,T382,59
21,2025-03-02,1.16,1.14,5.34,0.06,1.0,1.0,18.0,Teresa Hunter,T383,21
21,2025-03-04,0.57,0.68,30.74,8.03,2.0,3.0,18.0,Teresa Hunter,T384,150
21,2025-03-08,13.42,14.96,32.77,0.87,0.0,3.0,18.0,Teresa Hunter,T385,63
21,2025-03-10,3.54,2.58,36.6,4.94,15.0,2.0,18.0,Teresa Hunter,T386,73
21,2025-03-12,1.61,1.8,23.5,4.22,7.0,5.0,18.0,Teresa Hunter,T387,61
21,2025-03-13,4.68,5.78,47.98,8.24,5.0,1.0,18.0,Teresa Hunter,T388,64
21,2025-03-16,5.06,9.18,7.68,2.58,3.0,5.0,18.0,Teresa Hunter,T389,69
21,2025-03-24,0.61,0.69,21.61,4.56,0.0,4.0,18.0,Teresa Hunter,T390,129
21,2025-03-27,6.96,12.19,20.96,0.8,9.0,5.0,18.0,Teresa Hunter,T391,106
21,2025-03-30,5.68,6.59,5.46,5.94,3.0,,18.0,Teresa Hunter,T392,65
21,2025-04-03,4.74,3.45,10.43,7.24,7.0,2.0,18.0,Teresa Hunter,T393,122
21,2025-04-11,3.82,5.95,23.99,0.12,1.0,4.0,18.0,Teresa Hunter,T394,62
21,2025-04-22,4.3,7.91,30.14,1.23,1.0,5.0,18.0,Teresa Hunter,T395,103
21,2025-04-26,5.28,3.92,24.35,6.92,3.0,3.0,18.0,Teresa Hunter,T396,60
21,2025-04-27,1.83,1.42,40.93,4.46,5.0,5.0,18.0,Teresa Hunter,T397,46
21,2025-04-28,12.42,13.34,31.2,3.19,1.0,4.0,18.0,Teresa Hunter,T398,5
21,2025-04-30,6.11,5.14,12.51,3.75,2.0,2.0,18.0,Teresa Hunter,T399,113
21,2025-05-02,11.04,13.05,6.15,1.54,3.0,4.0,18.0,Teresa Hunter,T400,150
21,2025-05-03,2.08,3.64,19.0,4.1,3.0,4.0,18.0,Teresa Hunter,T401,70
21,2025-05-05,2.27,3.16,25.43,9.88,3.0,2.0,18.0,Teresa Hunter,T402,11
21,2025-05-06,3.32,6.29,48.38,5.05,1.0,1.0,18.0,Teresa Hunter,T403,138
21,2025-05-07,0.16,0.18,6.05,1.6,4.0,4.0,18.0,Teresa Hunter,T404,98
21,2025-05-09,1.71,1.22,48.02,1.16,1.0,5.0,18.0,Teresa Hunter,T405,31
22,2025-02-13,4.62,3.48,17.98,9.84,10.0,4.0,,Jake Miller,T406,12
22,2025-02-14,2.43,2.89,11.94,5.41,2.0,4.0,,Jake Miller,T407,108
22,2025-02-18,7.18,5.38,18.6,4.4,1.0,2.0,,Jake Miller,T408,80
22,2025-02-23,0.3,0.36,48.49,2.7,2.0,3.0,,Jake Miller,T409,67
22,2025-02-24,4.34,6.79,33.18,4.44,2.0,4.0,,Jake Miller,T410,52
22,2025-03-04,25.46,18.45,30.62,6.23,3.0,2.0,,Jake Miller,T411,133
22,2025-03-06,2.51,4.65,29.44,4.76,1.0,,,Jake Miller,T412,139
22,2025-03-09,12.01,9.83,44.15,5.33,0.0,5.0,,Jake Miller,T413,25
22,2025-03-10,0.67,0.52,44.47,2.76,9.0,2.0,,Jake Miller,T414,35
22,2025-03-11,3.11,2.1,43.86,4.83,3.0,4.0,,Jake Miller,T415,22
22,2025-03-14,1.68,2.39,22.39,7.62,2.0,4.0,,Jake Miller,T416,96
22,2025-03-15,4.31,3.16,23.34,9.81,5.0,5.0,,Jake Miller,T417,117
22,2025-03-17,4.26,2.93,9.92,2.0,6.0,4.0,,Jake Miller,T418,20
22,2025-03-20,9.39,6.74,44.76,0.62,2.0,4.0,,Jake Miller,T419,106
22,2025-03-21,4.93,3.46,26.46,0.19,3.0,5.0,,Jake Miller,T420,4
22,2025-03-22,5.9,9.3,21.14,2.99,5.0,3.0,,Jake Miller,T421,18
22,2025-03-24,1.18,0.81,49.9,0.09,3.0,5.0,,Jake Miller,T422,51
22,2025-03-26,1.75,3.4,42.54,7.38,4.0,2.0,,Jake Miller,T423,20
22,2025-04-02,7.0,5.52,39.48,6.59,6.0,4.0,,Jake Miller,T424,122
22,2025-04-06,0.46,0.47,23.34,0.78,2.0,2.0,,Jake Miller,T425,137
22,2025-04-09,2.14,3.5,47.65,8.08,0.0,,,Jake Miller,T426,80
22,2025-04-16,3.7,4.63,27.53,0.77,5.0,5.0,,Jake Miller,T427,102
22,2025-04-19,0.26,0.45,18.29,4.03,1.0,3.0,,Jake Miller,T428,25
22,2025-04-21,8.14,5.7,45.77,4.05,1.0,4.0,,Jake Miller,T429,59
22,2025-04-28,1.28,1.12,32.16,9.79,1.0,4.0,,Jake Miller,T430,45
22,2025-05-01,0.66,0.48,25.22,5.03,3.0,4.0,,Jake Miller,T431,41
22,2025-05-02,0.37,0.31,37.13,2.42,5.0,5.0,,Jake Miller,T432,38
22,2025-05-03,4.02,3.94,39.89,1.43,1.0,4.0,,Jake Miller,T433,117
22,2025-05-05,1.67,2.63,7.44,6.3,4.0,3.0,,Jake Miller,T434,19
22,2025-05-09,0.0,0.0,17.43,0.47,4.0,2.0,,Jake Miller,T435,14
23,2025-03-06,9.14,18.14,38.34,2.47,1.0,2.0,,Linda Hall,T436,127
23,2025-03-14,2.23,2.89,19.1,8.43,5.0,5.0,,Linda Hall,T437,149
23,2025-03-31,2.84,2.01,48.38,3.77,0.0,5.0,,Linda Hall,T438,143
23,2025-04-24,3.4,3.83,36.67,6.33,0.0,2.0,,Linda Hall,T439,3
24,2025-02-10,6.24,5.35,39.25,9.66,9.0,5.0,,Michael Williams,T440,37
24,2025-04-06,1.77,2.92,33.99,7.82,0.0,4.0,,Michael Williams,T441,117
25,2025-02-18,15.71,15.7,25.6,4.33,1.0,4.0,,Kara Morgan,T442,16
25,2025-02-25,2.31,4.18,23.74,7.68,5.0,5.0,,Kara Morgan,T443,142
25,2025-03-07,1.19,1.03,44.61,4.72,1.0,5.0,,Kara Morgan,T444,9
25,2025-03-20,4.68,5.88,34.32,1.37,4.0,3.0,,Kara Morgan,T445,7
25,2025-03-21,5.18,5.79,13.96,7.13,7.0,3.0,,Kara Morgan,T446,142
25,2025-03-22,2.29,4.1,28.21,1.12,1.0,5.0,,Kara Morgan,T447,134
25,2025-03-23,0.07,0.08,5.87,3.37,0.0,4.0,,Kara Morgan,T448,15
25,2025-03-24,3.39,3.75,31.78,5.31,0.0,4.0,,Kara Morgan,T449,72
25,2025-03-28,16.55,16.24,19.03,6.78,4.0,5.0,,Kara Morgan,T450,104
25,2025-04-03,3.68,2.49,5.76,1.26,4.0,5.0,,Kara Morgan,T451,129
25,2025-04-06,0.64,0.84,18.2,0.18,4.0,4.0,,Kara Morgan,T452,96
25,2025-04-15,2.14,2.45,18.49,0.01,3.0,,,Kara Morgan,T453,122
25,2025-04-19,9.39,17.93,40.24,8.99,5.0,4.0,,Kara Morgan,T454,115
25,2025-04-30,2.54,3.16,15.27,0.66,1.0,4.0,,Kara Morgan,T455,148
25,2025-05-05,6.88,7.07,48.1,0.58,9.0,5.0,,Kara Morgan,T456,80
25,2025-05-06,23.74,22.73,8.4,9.63,1.0,2.0,,Kara Morgan,T457,7
25,2025-05-08,1.09,1.7,40.16,6.22,3.0,2.0,,Kara Morgan,T458,135
26,2025-02-26,8.33,7.33,35.34,3.88,1.0,3.0,,Keith Gonzales,T459,50
26,2025-03-04,12.47,15.77,45.06,4.7,4.0,2.0,,Keith Gonzales,T460,130
26,2025-03-06,0.8,1.58,25.15,6.31,0.0,,,Keith Gonzales,T461,47
26,2025-03-19,3.77,5.08,35.58,5.01,0.0,3.0,,Keith Gonzales,T462,14
26,2025-03-20,8.22,8.57,24.48,5.47,0.0,2.0,,Keith Gonzales,T463,31
26,2025-03-30,2.95,4.16,42.96,0.5,12.0,5.0,,Keith Gonzales,T464,50
26,2025-04-04,9.61,12.95,13.86,9.61,9.0,,,Keith Gonzales,T465,41
26,2025-04-21,6.22,4.2,16.68,5.7,2.0,4.0,,Keith Gonzales,T466,14
26,2025-04-23,0.38,0.34,13.55,9.81,5.0,,,Keith Gonzales,T467,133
26,2025-04-29,14.39,9.86,48.98,5.21,4.0,2.0,,Keith Gonzales,T468,5
26,2025-05-06,3.24,2.66,33.83,2.47,3.0,2.0,,Keith Gonzales,T469,5
26,2025-05-07,4.16,3.27,5.54,4.99,0.0,4.0,,Keith Gonzales,T470,113
26,2025-05-10,13.03,17.88,14.99,6.34,1.0,5.0,,Keith Gonzales,T471,118
27,2025-02-10,6.53,10.97,6.31,4.29,2.0,5.0,90.0,Scott Cooke,T472,96
27,2025-03-08,0.63,0.8,46.38,3.98,15.0,1.0,90.0,Scott Cooke,T473,36
27,2025-03-18,7.16,8.21,38.94,3.92,8.0,,90.0,Scott Cooke,T474,79
27,2025-03-20,4.3,5.02,16.3,7.88,2.0,4.0,90.0,Scott Cooke,T475,19
27,2025-03-23,5.34,7.21,46.32,1.92,0.0,4.0,90.0,Scott Cooke,T476,22
27,2025-04-06,1.25,2.32,12.88,0.36,6.0,3.0,90.0,Scott Cooke,T477,56
27,2025-04-07,15.02,13.89,31.1,4.37,2.0,5.0,90.0,Scott Cooke,T478,17
27,2025-04-10,1.66,1.95,47.59,8.94,7.0,4.0,90.0,Scott Cooke,T479,17
27,2025-04-21,7.58,7.76,14.21,4.98,3.0,2.0,90.0,Scott Cooke,T480,146
27,2025-04-25,2.01,1.48,8.2,2.07,0.0,,90.0,Scott Cooke,T481,78
27,2025-04-28,3.54,3.89,42.61,8.11,1.0,5.0,90.0,Scott Cooke,T482,56
27,2025-05-04,7.37,6.38,44.41,1.52,2.0,3.0,90.0,Scott Cooke,T483,80
27,2025-05-07,2.77,5.15,39.45,1.28,0.0,4.0,90.0,Scott Cooke,T484,50
28,2025-02-20,3.7,6.67,15.18,9.73,1.0,3.0,,Kenneth Hill,T485,58
28,2025-03-03,1.31,2.61,48.51,7.29,1.0,5.0,,Kenneth Hill,T486,18
28,2025-03-18,6.77,5.02,18.63,4.23,1.0,5.0,,Kenneth Hill,T487,135
28,2025-04-11,8.49,12.46,45.59,3.71,5.0,,,Kenneth Hill,T488,76
28,2025-04-16,7.02,7.86,34.75,5.91,0.0,4.0,,Kenneth Hill,T489,10
28,2025-05-02,6.18,9.26,31.27,7.81,9.0,1.0,,Kenneth Hill,T490,69
28,2025-05-05,1.54,1.4,37.15,2.97,4.0,2.0,,Kenneth Hill,T491,85
29,2025-02-13,3.61,3.58,46.98,3.69,5.0,5.0,,James Reyes,T492,131
29,2025-02-15,6.26,6.51,36.26,9.21,4.0,5.0,,James Reyes,T493,83
29,2025-02-19,1.6,1.22,20.54,1.95,1.0,,,James Reyes,T494,109
29,2025-02-21,9.71,8.08,30.29,7.27,9.0,4.0,,James Reyes,T495,44
29,2025-02-28,2.39,3.6,38.05,7.86,1.0,1.0,,James Reyes,T496,142
29,2025-03-06,9.13,17.85,48.66,7.04,2.0,2.0,,James Reyes,T497,132
29,2025-03-07,6.1,4.63,48.52,5.46,0.0,4.0,,James Reyes,T498,18
29,2025-03-10,6.34,4.65,41.0,1.79,2.0,4.0,,James Reyes,T499,93
29,2025-03-12,0.71,0.52,18.94,1.57,1.0,5.0,,James Reyes,T500,38
29,2025-03-13,5.58,4.3,33.12,2.5,3.0,5.0,,James Reyes,T501,148
29,2025-03-21,11.83,23.1,7.33,6.74,2.0,3.0,,James Reyes,T502,51
29,2025-03-24,1.83,2.15,20.03,6.21,4.0,4.0,,James Reyes,T503,19
29,2025-04-04,0.35,0.27,24.47,2.86,3.0,3.0,,James Reyes,T504,120
29,2025-04-09,0.29,0.33,33.88,9.44,3.0,4.0,,James Reyes,T505,68
29,2025-04-11,1.11,1.21,9.56,7.51,1.0,3.0,,James Reyes,T506,66
29,2025-04-24,2.83,1.91,28.34,0.68,1.0,,,James Reyes,T507,141
29,2025-04-29,0.6,0.66,36.7,7.38,2.0,3.0,,James Reyes,T508,98
29,2025-05-01,2.53,3.31,26.74,2.05,1.0,3.0,,James Reyes,T509,88
29,2025-05-07,5.35,3.64,8.46,6.04,0.0,,,James Reyes,T510,33
29,2025-05-10,1.76,2.97,33.06,5.99,3.0,3.0,,James Reyes,T511,105
30,2025-02-10,0.08,0.05,35.42,2.51,4.0,4.0,70.0,Justin Price,T512,74
30,2025-02-23,1.88,2.44,43.97,5.98,9.0,2.0,70.0,Justin Price,T513,82
30,2025-02-28,0.84,0.58,44.73,7.37,1.0,4.0,70.0,Justin Price,T514,19
30,2025-03-04,6.04,5.12,5.69,4.08,3.0,3.0,70.0,Justin Price,T515,71
30,2025-03-10,2.99,2.05,42.79,3.99,1.0,5.0,70.0,Justin Price,T516,57
30,2025-03-13,18.86,31.33,24.51,0.08,0.0,5.0,70.0,Justin Price,T517,147
30,2025-04-02,12.3,13.17,24.55,2.59,4.0,1.0,70.0,Justin Price,T518,79
30,2025-04-05,4.45,4.0,15.89,6.38,4.0,2.0,70.0,Justin Price,T519,42
30,2025-04-14,1.11,0.81,5.62,7.39,1.0,2.0,70.0,Justin Price,T520,116
30,2025-04-17,1.58,2.11,25.65,0.63,4.0,4.0,70.0,Justin Price,T521,4
30,2025-05-04,5.59,9.62,42.73,9.51,5.0,5.0,70.0,Justin Price,T522,4
30,2025-05-09,13.49,12.92,32.76,2.0,4.0,5.0,70.0,Justin Price,T523,5
30,2025-05-10,3.68,6.47,46.43,3.71,3.0,4.0,70.0,Justin Price,T524,41
31,2025-02-16,1.57,1.81,34.99,8.95,5.0,4.0,50.0,Mindy Williams,T525,108
31,2025-02-25,4.97,6.64,24.24,7.05,2.0,4.0,50.0,Mindy Williams,T526,87
31,2025-02-27,13.77,24.41,18.16,8.25,2.0,1.0,50.0,Mindy Williams,T527,104
31,2025-03-13,1.79,1.79,27.1,0.56,8.0,2.0,50.0,Mindy Williams,T528,117
31,2025-03-22,7.23,7.95,16.71,6.55,1.0,2.0,50.0,Mindy Williams,T529,101
31,2025-04-05,0.37,0.54,44.68,6.64,5.0,5.0,50.0,Mindy Williams,T530,75
31,2025-04-07,0.59,0.75,16.25,3.1,2.0,4.0,50.0,Mindy Williams,T531,75
31,2025-04-09,2.21,2.59,40.52,8.29,1.0,,50.0,Mindy Williams,T532,13
31,2025-04-10,15.27,18.47,27.75,3.54,8.0,5.0,50.0,Mindy Williams,T533,142
31,2025-04-15,0.54,0.6,27.64,5.53,1.0,5.0,50.0,Mindy Williams,T534,25
31,2025-04-18,5.65,4.22,38.68,8.59,2.0,4.0,50.0,Mindy Williams,T535,115
31,2025-04-22,0.87,0.74,36.23,1.79,1.0,2.0,50.0,Mindy Williams,T536,82
31,2025-04-27,0.9,1.79,37.96,7.19,2.0,2.0,50.0,Mindy Williams,T537,10
31,2025-04-29,0.44,0.85,45.09,1.66,1.0,4.0,50.0,Mindy Williams,T538,50
31,2025-05-06,0.56,0.78,32.35,5.19,1.0,2.0,50.0,Mindy Williams,T539,142
32,2025-02-19,2.48,3.38,48.19,2.2,3.0,4.0,,Andrea Reed,T540,15
32,2025-02-20,2.69,2.9,36.34,5.41,4.0,2.0,,Andrea Reed,T541,16
32,2025-02-27,3.47,3.8,33.41,8.71,2.0,2.0,,Andrea Reed,T542,2
32,2025-03-01,4.65,7.53,11.43,3.37,4.0,2.0,,Andrea Reed,T543,30
32,2025-03-02,2.49,1.78,27.85,2.04,2.0,1.0,,Andrea Reed,T544,82
32,2025-03-11,7.87,13.83,30.23,4.74,3.0,5.0,,Andrea Reed,T545,31
32,2025-03-12,1.46,2.86,29.1,7.23,5.0,5.0,,Andrea Reed,T546,77
32,2025-03-13,9.27,9.41,40.62,3.34,2.0,2.0,,Andrea Reed,T547,148
32,2025-03-15,9.65,6.98,8.41,4.66,1.0,5.0,,Andrea Reed,T548,114
32,2025-03-16,11.6,16.49,44.48,0.67,1.0,4.0,,Andrea Reed,T549,35
32,2025-03-17,17.22,30.39,8.33,6.48,1.0,5.0,,Andrea Reed,T550,23
32,2025-03-18,2.84,1.9,19.45,5.59,1.0,4.0,,Andrea Reed,T551,106
32,2025-03-22,2.33,4.1,25.89,3.7,4.0,5.0,,Andrea Reed,T552,97
32,2025-03-24,6.17,12.14,34.78,2.18,2.0,1.0,,Andrea Reed,T553,115
32,2025-03-31,8.16,6.41,7.99,5.48,4.0,4.0,,Andrea Reed,T554,100
32,2025-04-07,7.62,6.09,28.31,8.03,0.0,5.0,,Andrea Reed,T555,55
32,2025-04-08,4.84,3.9,13.77,1.7,7.0,5.0,,Andrea Reed,T556,8
32,2025-04-11,11.94,9.49,34.44,5.97,7.0,4.0,,Andrea Reed,T557,59
32,2025-04-13,5.0,7.62,37.24,4.74,1.0,2.0,,Andrea Reed,T558,128
32,2025-04-17,1.88,2.54,24.12,2.15,7.0,4.0,,Andrea Reed,T559,32
32,2025-04-20,1.04,1.8,22.23,6.96,5.0,5.0,,Andrea Reed,T560,93
32,2025-04-21,7.95,10.3,16.88,6.92,8.0,4.0,,Andrea Reed,T561,7
32,2025-04-29,1.96,2.55,36.26,1.91,1.0,4.0,,Andrea Reed,T562,2
32,2025-05-01,1.54,1.33,40.01,8.15,4.0,2.0,,Andrea Reed,T563,85
32,2025-05-02,0.46,0.38,24.46,3.68,0.0,3.0,,Andrea Reed,T564,134
32,2025-05-03,0.17,0.12,30.08,2.43,0.0,5.0,,Andrea Reed,T565,106
32,2025-05-09,1.95,1.39,19.64,8.88,7.0,,,Andrea Reed,T566,36
33,2025-02-10,8.73,6.49,30.95,2.49,0.0,2.0,,Manuel Scott,T567,45
33,2025-02-12,34.03,41.17,41.3,7.48,6.0,,,Manuel Scott,T568,42
33,2025-02-17,1.38,2.55,10.85,4.11,0.0,4.0,,Manuel Scott,T569,53
33,2025-02-18,7.66,7.18,34.45,3.13,1.0,1.0,,Manuel Scott,T570,110
33,2025-03-08,7.23,6.43,6.75,7.62,5.0,4.0,,Manuel Scott,T571,9
33,2025-03-09,4.14,3.68,31.41,8.64,3.0,,,Manuel Scott,T572,87
33,2025-03-10,7.07,7.5,22.52,7.07,1.0,4.0,,Manuel Scott,T573,114
33,2025-03-20,13.17,9.22,28.75,3.42,1.0,,,Manuel Scott,T574,75
33,2025-03-24,19.85,17.27,37.18,8.04,3.0,2.0,,Manuel Scott,T575,130
33,2025-03-27,3.03,2.58,21.79,6.78,9.0,2.0,,Manuel Scott,T576,11
33,2025-03-30,3.47,2.91,34.19,6.97,1.0,2.0,,Manuel Scott,T577,50
